Data Type,Group Type,Series Name,Item Name,From Date,To Date
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1987,"Spinning, weaving and finishing of silk textiles other than in mills",1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1987,"Spinning, weaving and processing of man-made textiles fibres",1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1987,Aluminium manufacturing,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1987,Bleaching and dyeing of woollen textiles,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1987,"Bleaching, dyeing and printing of cotton textiles",1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1987,Brass manufacturing,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1987,Generation and distribution of other non-conventional energy n.e.c.,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1987,Manufacture of bakery products,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1987,Manufacture of clectrical industrial machinery apparatus and parts thereof.,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1987,Manufacture of fertilizers and pesticides,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1987,"Manufacture of metal cutlery, utensils and kitchen- ware",1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1987,manufacture of non-metallic mineral products n.e.c.,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1987,Manufacture of sports and athletic good,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1987,Manufacture of stationery articles n.e.c,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1987,Manufacture of weapons and ammunition,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1987,manufacture of wiring and wiring devices,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1987,other manufacturing n.e.c.,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1987,Other non-ferrous metal industries,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1987,Repair of household electrical appliances,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1987,Repair of machinery and equipment n.e.c.,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1987,Ship and boat building,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1987,"Bleaching, dyeing and printing of coir textiles",1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1987,Building of ships and boats,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1987,"Distilling, rectifying and blending of spirits; ethyt alcohol production from fermented materials",1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1987,Manufacture of agricultural machinery and equipment and parts tbereof,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1987,"Manufacture of cement, lime and plaster",1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1987,Manufacture of cocoa products and sugar-cane confectinery (including sweet meats),1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1987,Manufacture of computers and peripheral equipment,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1987,manufacture of games and toys,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1987,"manufacture of irradiation, electromedical and electrotherapeutic equipment",1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1987,"Manufacture of item; based on solar energy like solar cells, cookers. air and water heating systems and other related items",1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1987,Manufacture of leather and fur products n.e.c,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1987,Manufacture of matches,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1987,"manufacture of measuring, testing, navigating and control equipment; watches and clocks",1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1987,Manufacture of mica products,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1987,manufacture of musical instruments,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1987,Manufacture of paper and paper board articles and pulp products n.e.c,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1987,Manufacture of rubber products,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1987,Manufacture of waterproof textile fabrics,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1987,Manufacturing n.e.c.,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1987,Preparatory operations (including carding and combing} on coir fibres.,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1987,"Repair of apparatus for radio-broadcasting or television transmission; radar apparatus, radio remote control apparatus and apparatus for radio/line telephony or line telegraphy",1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1987,"Wool spinning, weaving and finishing other than in mills",1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1987,Basic precious and non-ferrous metals,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1987,"Coffee curing, roasting, grinding and blending, etc. including manufacture of instant coffee.",1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1987,"Cotton ginning, cleaning and baling",1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1987,Manufacture of earthen and plaster products,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1987,Manufacture of fabricated structural metal products,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1987,Manufacture of industrial machinery for other than food and textile industries,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1987,Manufacture of parts and accessories for motor vehicles,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1987,Manufacture of plastics in primary forms; manufacture of synthetic rubber,1980-1981,1997-1998
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),1987,"Manufacture of products of wood, bamboo, cane, reed and grass,(includiog articles made from coconut shells etc.) n.e.c:",1980-1981,1997-1998
