Data Type,Group Type,Series Name,Item Name,From Date,To Date
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Manufacture of fabricated metal products n.e.c.,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Manufacture of machinery and equipment used by construction and mining industries.,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,manufacture of refined petroleum products,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,manufacture of weapons and ammunition,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,manufacture of wiring and wiring devices,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Other food products,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,Rubber products,2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),2004,"Structural metal products, tanks, reservoirs and steam generators",2004-2005,2007-2008
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,"Domestic appliances, n.e.c.",1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,"Manufacture of basic chemicals, fertilizer and nitrogen compounds, plastics and synthetic rubber in primary forms",1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Manufacture of containers and boxes of paper or paper board,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Manufacture of jewellery and related articles,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Manufacture of medical and dental instruments and supplies,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Manufacture of other electrical equipment,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Manufacture of paper and paper products,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Manufacture of wiring and wiring devices,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,other manufacturing n.e.c.,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Plastic products,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Printing and service activities related to printing,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,"publishing of books, periodicals and other publishing activities",1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Rubber products,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,"Structural metal products, tanks, reservoirs and steam generators",1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,General purpose machinery,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,manufacture of other fabricated metal products; metalworking service activities,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Manufacture of plastics in primary forms; manufacture of synthetic rubber,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,manufacture of prepared animal feeds,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Television and radio transmitters and apparatus for line telephony and line telegraphy,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Dairy products,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Footwear,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Glass and glass products,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,"Manufacture of blankets, shawls, carpets, rugs, and other similar textile products",1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Manufacture of chemical products n.e.c,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Manufacture of cork and cork products,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Manufacture of domestic appliances,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,manufacture of footwear,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,"Manufacture of jewellery, bijouterie and related articles",1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Manufacture of non-structural ceramic ware,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,"Manufacture of veneer sheets, plywood and their products",1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,"Manufacture of wearing apparel, except fur apparel",1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,"Medical appliances and instruments and appliances for measuring, checking, testing, navigating and other purposes except optical instrument",1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Other chemical products,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Reproduction of recorded media,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,saw milling and planing of wood,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,manufacture of air and spacecraft and related machinery,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,manufacture of coke oven products,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,manufacture of communication equipment,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Manufacture of footwear (excluding repair) except of vulcanized or moulded rubber or plastic,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,"manufacture of grain mill products, starches and starch products ",1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Manufacture of malt liquor and malt,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,manufacture of motor vehicles,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Manufacture of non-metallic mineral products n.e.c.,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,manufacture of other textiles,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,"Manufacture of paints, varnishes and related products; artists' colours and ink",1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Manufacture of paper and paper board articles and pulp products n.e.c,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Manufacture of rubber products,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Manufacture of watches and clocks,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Optical instruments and photographic equipment,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,"Tanning and dressing of leather, manufacture of luggage handbags, saddlery & harness",1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,"Embroidery work, zari work and making of ornamental trimmings",1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Manufacture of knitted and crocheted apparel,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Manufacture of plastics products,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Manufacture of special-purpose machinery,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,manufacture of transport equipment n.e.c.,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,"Processing, canning, and preserving of fish, crustacea and similar foods",1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,"Spinning, weaving and finishing of textiles",1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,"Wearing apparel, except fur apparel",1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,"Wool spinning, weaving and finishing other than in mills",1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Cotton Textiles n.e.c,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,"Manufacture of all types of thread, cordage, ropes, twines and nets, etc.",1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Manufacture of batteries and accumulators,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,manufacture of beverages,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,manufacture of electronic components,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Manufacture of furniture,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,"Manufacture of wooden and cane boxes, crates, drums, barrels and other containers, baskets and other wares· made entirely or mainly of cane, rattan, reed, bamboo, willow, fibres, leaves and grass",1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Preparatory operations (including carding and combing} on coir fibres.,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,"Production, processing and preservation of meat, fish, fruit vegetables, oils and fats",1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Saw milling and planing of wood,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,support activities to agriculture and post-harvest crop activities,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,"Wool spinning, weaving and processing in mills",1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Basic Iron & Steel,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Casting of metals,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Electronic valves and tubes and other electronic components,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Man-made fibres,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Manufacture of basic precious and other non-ferrous metals,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,"Manufacture of drugs, medicines and allied products",1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Manufacture of electric lighting equipment,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Manufacture of glass and glass products,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Manufacture of other chemical products,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,"manufacture of products of wood, cork, straw and plaiting materials",1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,"Manufacture of rain coats, hats, caps and school bags etc. from water proof textile fabrics or plastic sheetings",1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,manufacture of sports goods,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,"Manufacture of structural wooden goods (including: treated timber) such as beams, posts, doors and window (excluding hewing and rough shaping of poles. bolts and other wood material which is classified under' logging)",1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Manufacture of transport equipment n.e.c.,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,"processing and preserving of fish, crustaceans and molluscs and products thereof",1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,"Products of wood, cork, straw and plaiting materials",1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,"Repair of fabricated metal products, machinery and equipment",1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Waste collection,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Building of ships and boats,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,"Manufacture of cement, lime and plaster",1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Manufacture of computers and peripheral equipment,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Manufacture of consumer of leather and substitutes of leather: other than apparel and footwear (Note : Manufacture of school bags and travelling accessories from waterproof textile fabrics is included in group 266).,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Manufacture of mica products,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,manufacture of military fighting vehicles,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Manufacture of misce laneous nail-metallic mineral products n.e.c,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,manufacture of musical instruments,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,manufacture of other food products,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,"manufacture of pharmaceuticals, medicinal chemical and botanical products",1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,"Manufacture of wearing apparel of leather, and substitutes of leather",1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Manufacture of wooden industrial goods n.e.c,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Other manufacturing n.e.c.,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Preparatory operations (including carding and combing) on jute and mesta fibres,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Special purpose machinery,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Tyre and tube industries,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Bleaching and dyeing of woollen textiles,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,"Manufacture of all types of textile garments and clothing accessories n.e.c. (except by purely tailoring establishments) from not self-produced material (Note : in principle, the raw materil is cut and sewn together in the establishments covered in this group)",1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Manufacture of fertilizers and pesticides,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,"manufacture of irradiation, electromedical and electrotherapeutic equipment",1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,"manufacture of measuring, testing, navigating and control equipment; watches and clocks",1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,manufacture of refined petroleum products,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Manufacture of weapons and ammunition,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,"Manufacture or photographic, cinematographic and optical goods and equipment (excluding photochemicals, sensitised paper and film.)",1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,processing and preserving of fruit and vegetables,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Publishing,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery and harness; dressing and dyeing of fur",1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Basic chemicals,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Canning and preservation of fruits and vegetables,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,installation of industrial machinery and equipment,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,"Manufacture of floor coverings of jute, mesta sann-hemp and ether kindred fibres and of coir",1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,manufacture of general purpose machinery,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Manufacture of made-up textile articles ; except apparel,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,manufacture of magnetic and optical media,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,manufacture of non-metallic mineral products n.e.c.,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,manufacture of optical instruments and equipment,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Manufacture of railway locomotives and rolling stock,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,manufacture of tobacco products,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Manufacture of vegetable and animal oils and fats,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Mining and quarrying n.e.c.,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Paper and paper product,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Waste treatment and disposal,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Basic precious and non-ferrous metals,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,"Bleaching, dyeing and printing of other vegetable- fibre textiles n.e.c.",1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Coke oven products,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Manufacture of articles of fur,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,manufacture of consumer electronics,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,manufacture of dairy products,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Manufacture of earthen and plaster products,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,"Manufacture of grain mill products, starches and starch products",1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,manufacture of man-made fibres,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Manufacture of parts and accessories for motor vehicles,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,"Manufacture of structural metal products, tanks, reservoirs and steam generators",1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Manufacture of waterproof textile fabrics,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Manufacture of wines,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,materials recovery,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,mining and quarrying n.e.c.,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,"Television and radio receivers, sound or video recording or reproducing apparatus, and associated goods",1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Cotton spinning other than in mills (charkha),1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,manufacture of basic iron and steel,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,"manufacture of electric motors, generators, transformers and electricity distribution and control apparatus",1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Manufacture of ferro-alloys,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Manufacture of games and toys,1980-1981,2023-2024
Major Industry Group for States (3-Digit),Principal Characteristics By State and By Major Industry Groups (3-Digit),EPWRF Concorded Series,Manufacture of hydrogenated oils and vanaspati ghee etc.,1980-1981,2023-2024
